date,DMtemp
8/25/20,22.79425
8/26/20,17.2255625
8/27/20,16.09905208
8/28/20,20.56459375
8/29/20,20.53244792
8/30/20,18.30367708
8/31/20,17.6754375
9/1/20,19.51457292
9/2/20,18.88480208
9/3/20,22.42007292
9/4/20,19.32713542
9/5/20,17.80683333
9/6/20,19.70964583
9/7/20,20.660875
9/8/20,21.68101042
9/9/20,21.33734375
9/10/20,21.05429167
9/11/20,17.24704167
9/12/20,15.11153125
9/13/20,18.2013125
9/14/20,16.6341875
9/15/20,10.94410417
9/16/20,13.43140625
9/17/20,16.80341667
9/18/20,13.4780625
9/19/20,7.293666667
9/20/20,7.664625
9/21/20,8.29071875
9/22/20,10.4631875
9/23/20,15.58964583
9/24/20,15.98798958
9/25/20,17.05053125
9/26/20,16.8234375
9/27/20,20.70903125
9/28/20,21.11066667
9/29/20,18.8775625
9/30/20,15.73583333
10/1/20,15.50842708
10/2/20,10.77480208
10/3/20,9.453510417
10/4/20,9.218104167
10/5/20,12.59766667
10/6/20,13.5381875
10/7/20,13.2328125
10/8/20,9.721625
10/9/20,9.670010417
10/10/20,16.8166875
10/11/20,13.44551042
10/12/20,9.143541667
10/13/20,9.901604167
10/14/20,12.06201042
10/15/20,13.79064583
10/16/20,10.02260417
10/17/20,6.919791667
10/18/20,7.63040625
10/19/20,10.80828125
10/20/20,15.06489583
10/21/20,17.56547917
10/22/20,18.876125
10/23/20,18.29145833
10/24/20,12.22251042
10/25/20,5.517302083
10/26/20,7.203020833
10/27/20,8.2655
10/28/20,6.397427083
10/29/20,4.975729167
10/30/20,0.481489583
10/31/20,-0.491572917
11/1/20,4.840260417
11/2/20,0.209697917
11/3/20,1.348958333
11/4/20,6.709979167
11/5/20,12.12301042
11/6/20,11.45988542
11/7/20,10.0539375
11/8/20,8.553291667
11/9/20,8.225760417
11/10/20,11.01717708
11/11/20,16.40978125
11/12/20,7.885322917
11/13/20,3.719552083
11/14/20,2.714427083
11/15/20,2.888135417
11/16/20,5.081145833
11/17/20,1.755385417
11/18/20,-4.345041667
11/19/20,-0.491
11/20/20,8.69590625
11/21/20,5.774145833
11/22/20,0.58275
11/23/20,4.005802083
11/24/20,0.278333333
11/25/20,3.555385417
11/26/20,9.133947917
11/27/20,8.3898125
11/28/20,4.360645833
11/29/20,0.753208333
11/30/20,7.042166667
12/1/20,13.654
